Code,Name,Brand,Description,Barcode,Supplier,Price Ex,Price In,Value,Stock
KB-ATOLLHURRICANE-01,ATOLL HURRICANE CANDLE HOLDER,Kosta Boda / Orrefors,ATOLL HURRICANE CANDLE HOLDER,,KOSTA BODA - Orrefors,212.77 ,250.00 ,53.00 ,10
KB-BRICKVOTIVE-01,BRICK VOTIVE,Kosta Boda / Orrefors,BRICK VOTIVE,,KOSTA BODA - Orrefors,212.77 ,250.00 ,48.00 ,9
KB-CARATSTOPPER-01,CARAT CITY STOPPER,Kosta Boda / Orrefors,CARAT CITY STOPPERS,,KOSTA BODA - Orrefors,221.28 ,260.00 ,53.00 ,6
KB-CATWALK-01,CATWALK MADAME,Kosta Boda / Orrefors,CATWALK MADAME,,KOSTA BODA - Orrefors,851.06 ,"1,000.00 ",185.00 ,8
KB-CONTDISH-01,CONTRAST DISH,Kosta Boda / Orrefors,CONTRAST DISH,,KOSTA BODA - Orrefors,680.85 ,800.00 ,140.00 ,6
KB-CONTLARGE-01,CONTRAST BOWL LARGE,Kosta Boda / Orrefors,CONTRAST BOWL LARGE,,KOSTA BODA - Orrefors,936.17 ,"1,100.00 ",222.00 ,17
KB-CONTMEDIUM-01,CONTRAST MEDIUM,Kosta Boda / Orrefors,CONTRAST MEDIUM,,KOSTA BODA - Orrefors,680.85 ,800.00 ,120.00 ,7
KB-CONTSMALL-01,CONTRAST SMALL,Kosta Boda / Orrefors,CONTRAST SMALL,,KOSTA BODA - Orrefors,425.53 ,500.00 ,83.00 ,8
KB-CONTVASE-01,CONTRAST VASE,Kosta Boda / Orrefors,CONTRAST VASE,,KOSTA BODA - Orrefors,680.85 ,800.00 ,130.00 ,8
KB-COOLMOON-01,COOL MOON VOTIVE,Kosta Boda / Orrefors,COOL MOON VOTIVE,,KOSTA BODA - Orrefors,382.98 ,450.00 ,65.00 ,3
KB-HAPPY-01,HAPPY GOING,Kosta Boda / Orrefors,HAPPY GOING,,KOSTA BODA - Orrefors,510.64 ,600.00 ,110.00 ,8
KB-HAPPY-02,HAPPY GOING SMALL,Kosta Boda / Orrefors,HAPPY GOING SMALL,,KOSTA BODA - Orrefors,425.53 ,500.00 ,65.00 ,10
KB-MAKEUPLIP-01,MAKEUP LIPSTICK,Kosta Boda / Orrefors,MAKEUP LIPSTICK,,KOSTA BODA - Orrefors,851.06 ,"1,000.00 ",185.00 ,2
KB-MAKEUPLIPMINI-01,MAKE UP MINI,Kosta Boda / Orrefors,MAKE UP MINI,,KOSTA BODA - Orrefors,425.53 ,500.00 ,90.00 ,2
KB-MAKEUPNAIL-01,MAKE UP NAILPOLISH,Kosta Boda / Orrefors,MAKE UP NAILPOLISH,,KOSTA BODA - Orrefors,851.06 ,"1,000.00 ",185.00 ,4
KB-MAKEUPNAILSMALL-01,MAKE UP NAIL POLISH SMALL,Kosta Boda / Orrefors,MAKE UP NAIL POLISH SMALL,,KOSTA BODA - Orrefors,425.53 ,500.00 ,90.00 ,4
KB-MINECAKE-01,MINE CAKEPLATE,Kosta Boda / Orrefors,MINE CAKEPLATE,,KOSTA BODA - Orrefors,340.43 ,400.00 ,53.00 ,1
KB-MINELARGE-01,MINE BOWL LARGE,Kosta Boda / Orrefors,MINE BOWL LARGE,,KOSTA BODA - Orrefors,425.53 ,500.00 ,73.00 ,6
KB-MINESMALL-01,MINE BOWL SMALL,Kosta Boda / Orrefors,MINE BOWL SMALL,,KOSTA BODA - Orrefors,340.43 ,400.00 ,53.00 ,6
KB-MINEVASE-01,MINE VASE,Kosta Boda / Orrefors,MINE VASE,,KOSTA BODA - Orrefors,425.53 ,500.00 ,82.00 ,7
KB-OPENMINDSDISH-01,OPEN MINDS DISH,Kosta Boda / Orrefors,OPEN MINDS DISH,,KOSTA BODA - Orrefors,"1,531.91 ","1,800.00 ",375.00 ,4
KB-OPENMINDSVASE-01,OPEN MINDS VASE,Kosta Boda / Orrefors,OPEN MINDS VASE,,KOSTA BODA - Orrefors,"2,042.55 ","2,400.00 ",485.00 ,2
KB-ORCHIDDISH-01,ORCHID DISH,Kosta Boda / Orrefors,ORCHID DISH,,KOSTA BODA - Orrefors,"3,404.26 ","4,000.00 ",833.00 ,1
KB-ORCHIDVASE-01,ORCHID VASE,Kosta Boda / Orrefors,ORCHID VASE,,KOSTA BODA - Orrefors,"3,829.79 ","4,500.00 ",878.00 ,1
KB-PONDBOWL-01,POND BOWL,Kosta Boda / Orrefors,POND BOWL,,KOSTA BODA - Orrefors,765.96 ,900.00 ,130.00 ,2
KB-PRECIOUSLARGE-01,PRECIOUS PLATTER LARGE,Kosta Boda / Orrefors,PRECIOUS PLATTER LARGE,,KOSTA BODA - Orrefors,"1,276.60 ","1,500.00 ",278.00 ,3
KB-PRECIOUSSMALL-01,PRECIOUS PLATTER,Kosta Boda / Orrefors,PRECIOUS PLATTER,,KOSTA BODA - Orrefors,851.06 ,"1,000.00 ",185.00 ,3
KB-SQUEEZELARGE-01,SQUEEZE LARGE,Kosta Boda / Orrefors,SQUEEZE LARGE,,KOSTA BODA - Orrefors,"1,361.70 ","1,600.00 ",485.00 ,2
KB-SQUEEZESMALL-01,SQUEEZE SMALL,Kosta Boda / Orrefors,SQUEEZE SMALL,,KOSTA BODA - Orrefors,"1,361.70 ","1,600.00 ",372.00 ,2
KB-STILLVOTIVE-01,STILL VOTIVE,Kosta Boda / Orrefors,STILL VOTIVE,,KOSTA BODA - Orrefors,340.43 ,400.00 ,65.00 ,18
KB-STRAW-01,STRAW VASE,Kosta Boda / Orrefors,STRAW VASE,,KOSTA BODA - Orrefors,680.85 ,800.00 ,140.00 ,3
KB-STREETASHTRAY-01,STREET ASHTRAY,Kosta Boda / Orrefors,STREET ASHTRAY,,KOSTA BODA - Orrefors,595.74 ,700.00 ,128.00 ,5
KB-STREETBUCKET-01,STREET ICE BUCKET,Kosta Boda / Orrefors,STREET ICE BUCKET,,KOSTA BODA - Orrefors,"1,276.60 ","1,500.00 ",260.00 ,3
KB-STREETCOASTER-01,STREET COASTER,Kosta Boda / Orrefors,STREET COASTER,,KOSTA BODA - Orrefors,255.32 ,300.00 ,43.00 ,5
KB-STREETDECANTER-01,STREET DECANTER,Kosta Boda / Orrefors,STREET DECANTER,,KOSTA BODA - Orrefors,"1,914.89 ","2,250.00 ",427.00 ,1
KB-STREETGLASS-01,STREET OLD FASHIONED GLASS,Kosta Boda / Orrefors,STREET OLD FASHIONED GLASS,,KOSTA BODA - Orrefors,936.17 ,"1,100.00 ",195.00 ,2
KB-TATOOBOWLLARGE-01,TATOO BOWL LARGE,Kosta Boda / Orrefors,TATOO BOWL LARGE,,KOSTA BODA - Orrefors,851.06 ,"1,000.00 ",165.00 ,2
KB-TATOOBOWLSMALL-01,TATOO BOWL SMALL,Kosta Boda / Orrefors,TATOO BOWL SMALL,,KOSTA BODA - Orrefors,680.85 ,800.00 ,110.00 ,1
KB-TATOODISH-01,TATOO DISH,Kosta Boda / Orrefors,TATOO DISH,,KOSTA BODA - Orrefors,"1,446.81 ","1,700.00 ",298.00 ,2
KB-TATOOVASE-01,TATOO VASE,Kosta Boda / Orrefors,TATOO VASE,,KOSTA BODA - Orrefors,"1,446.81 ","1,700.00 ",298.00 ,1
KB-ULLABOWLLARGE-01,ULLA BOWL LARGE,Kosta Boda / Orrefors,ULLA BOWL LARGE,,KOSTA BODA - Orrefors,510.64 ,600.00 ,90.00 ,2
KB-ULLABOWLSMALL-01,ULLA BOWL SMALL,Kosta Boda / Orrefors,ULLA BOWL SMALL,,KOSTA BODA - Orrefors,425.53 ,500.00 ,53.00 ,3
KB-ULLADESSERT-01,ULLA DESSERT BOWL,Kosta Boda / Orrefors,ULLA DESSERT BOWL,,KOSTA BODA - Orrefors,425.53 ,500.00 ,53.00 ,3
KB-VISIONDISH-01,VISION DISH,Kosta Boda / Orrefors,VISION DISH,,KOSTA BODA - Orrefors,"3,404.26 ","4,000.00 ",880.00 ,2
KB-VISIONDISHSMALL-01,VISION DISH SMALL,Kosta Boda / Orrefors,VISION DISH SMALL,,KOSTA BODA - Orrefors,"2,978.72 ","3,500.00 ",580.00 ,1
KB-VISIONVASE-01,VISION VASE,Kosta Boda / Orrefors,VISION VASE,,KOSTA BODA - Orrefors,"2,553.19 ","3,000.00 ",655.00 ,1
KB-ZVIZZLARGE-01,ZVIZZ LARGE,Kosta Boda / Orrefors,ZVIZZ LARGE,,KOSTA BODA - Orrefors,851.06 ,"1,000.00 ",158.00 ,3
KB-ZVIZZMEDIUM-01,ZVIZZ MEDIUM,Kosta Boda / Orrefors,ZVIZZ MEDIUM,,KOSTA BODA - Orrefors,765.96 ,900.00 ,128.00 ,3
LIGNEPURE-ENJOY-01,ENJOY CARPET,Ligne Pure,ENJOY CARPET PATCHWORK CARPET 100% WOOL 170X240,,Ligne Pure,"5,957.45 ","7,000.00 ","1,557.00 ",1
LIGNEPURE-FEEL-01,FEEL CARPET,Ligne Pure,FEEL CARPET COWHIDE 170X240,,Ligne Pure,"6,382.98 ","7,500.00 ","1,633.00 ",1
LIGNEPURE-REFLECT-01,REFLECT CARPET,Ligne Pure,REFLECT CARPET HANDWOVEN CARPET 50% WOOL AND 50% VISCOSE PILE 170X240,,Ligne Pure,"7,659.57 ","9,000.00 ","2,367.00 ",1
LR-BS-VENIS-0001,BOOKSHELVE VENISE 2D COL WNC,Sleep Comfort,BOOKSHELVE VENISE 2 DOORS COLOR W.ZEN,,,"4,255.32 ","5,000.00 ","1,210.00 ",1
LR-BS-VENIS-0002,BOOKSHELVE VENISE 3DR COL WNC,Sleep Comfort,BOOKSHELVE VENISE 3 DRAWERS COLOR W.ZEN,,,"4,255.32 ","5,000.00 ","1,370.26 ",1
LR-BS-VENIS-0003,BOOKSHELVE VENISE 4DR COL WNC,Sleep Comfort,BOOKSHELVE VENISE 4 DRAWERS COLOR W.ZEN,,,"4,255.32 ","5,000.00 ","1,734.76 ",2
LR-CELI-0007,CELIO CORNER,Sleep Comfort,CELIO CORNER IGUANA GREEN FABRICS AND LINEN BEIGE CUSHIONS,,,"24,468.09 ","28,750.00 ","4,436.00 ",1
LR-CELI-0008,CELIO STOOL,Sleep Comfort,CELIO STOOL BEIGE IGUANA,,,"4,787.23 ","5,625.00 ",793.80 ,1
LR-CELI-0009,CELIO CORNER,Sleep Comfort,CELIO CORNER RED FABRIC CHSSIS AND NOUGAT BEIGE CUSHION,,,"24,468.09 ","28,750.00 ","4,436.00 ",1
LR-CELI-0010,CELIO STOOL,Sleep Comfort,CELIO STOOL  RED,,,"4,787.23 ","5,625.00 ",793.80 ,1
LR-CUSH-0001,CUSHION 45 X 45 CM,Sleep Comfort,CUSHION 45 X 45CM COL. BLUE,,,255.32 ,300.00 ,35.48 ,28
LR-CUSH-0002,CUSHION 45 X 45 CM,Sleep Comfort,CUSHION 45 X 45 CM VIOLET,,,255.32 ,300.00 ,29.48 ,4
LR-CUSH-0003,CUSHION 45 X 45 CM,Sleep Comfort,CUSHION 45 X 45 CM COL. ORANGE,,,255.32 ,300.00 ,29.48 ,4
LR-CUSH-0004,CUSHION 45 X 45 CM,Sleep Comfort,CUSHION 45 X 45 CM COL. RED WITH RED FLOWER PATTERNS,,,255.32 ,300.00 ,32.64 ,8
LR-CUSH-0005,CUSHION 45 X 45 CM,Sleep Comfort,"CUSHION 45 X 45 CM COL. GREEN, BROWN AND VIOLET STRIPES",,,255.32 ,300.00 ,32.64 ,4
LR-DAYTONA-0001,DAYTONA SOFA AND BED,Sleep Comfort,DAYTONA SOFA ( L-SHAPE ) INTERNAL BED GREEN AND BEIGE CHASSIS RED CUSHIONS,,,"30,638.30 ","36,000.00 ","6,424.00 ",1
LR-DAYTONA-0003,DAYTONA SOFA AND BED,Sleep Comfort,"DAYTONA L-SHAPE SOFA INTERNAL BED CHASSIS BLACK, CUSHIONS STRIPED RAINBOW COLORS",,,"30,638.30 ","36,000.00 ","7,008.00 ",1
LR-GALA-0005,GALAXY COUCH [ 3 ],Sleep Comfort,GALAXY COUCH THREE SEATERS COL. VIOLET WITH STRIPED GREEN AND BROWN CUSHIONS,,,"15,957.45 ","18,750.00 ","1,597.05 ",4
LR-GALA-0012,GALAXY SOFA THREE SEATERS,Sleep Comfort,GALAXY SOFA THREE SEATERS COPPER RED CHASSIS GOLDEN RED/GREEN FLOWERS CUSHIONS,,,"15,957.45 ","18,750.00 ","2,774.00 ",2
LR-GLOR-0007,GLORIA SOFA THREE SEATERS,Sleep Comfort,"GLORIA SOFA THREE SEATERS SHINY COPPER FABRIC CHASSIS COBRA SKIN YELLOW,GREEN AND BLACK CUSHIONS",,,"14,893.62 ","17,500.00 ","2,920.00 ",1
LR-LAMPS-0001,FLOOR LAMP R. DROITE R.GAUCHE,Sleep Comfort,FLOOR LAMP RIVE DROITE RIVE GAUCHE,,,"1,191.49 ","1,400.00 ",828.00 ,8
LR-LAMPS-0002,FLOOR LAMP ALOE,Sleep Comfort,FLOOR LAMP ALOE,,,"1,191.49 ","1,400.00 ",672.76 ,9
LR-LAMPS-0003,FLOOR LAMP TRINIDAD,Sleep Comfort,FLOOR LAMP TRINIDAD,,,"1,191.49 ","1,400.00 ",846.00 ,3
LR-LAMPS-0004,FLOOR LAMP NAIADIS,Sleep Comfort,FLOOR LAMPS NAIADIS,,,"1,191.49 ","1,400.00 ",933.76 ,9
LR-POLO-0013,POLO COUCH [ 1 ],Sleep Comfort,POLO ARMCHAIR LEATHER FABRIC COLOR BLACK,,,"6,170.21 ","7,250.00 ",753.76 ,2
LR-POLO-0017,POLO COUCH [ 1 ],Sleep Comfort,POLO ARMCHAIR  COL BROWN AND VIOLET STRIPES,,,"6,170.21 ","7,250.00 ",0.00 ,1
LR-SMILY-0009,SMILY ARMCHAIR ROSE RED,Sleep Comfort,SMILY ARMCHAIR ROSE RED FABRIC WITH LIMELIGHT GREEN CUSHIONS,,,"6,808.51 ","8,000.00 ","1,276.00 ",1
LR-T-C-0002,TABLE C,Sleep Comfort,"TABLE """"C"""" COLOR LOUISIANA",,,"1,063.83 ","1,250.00 ",269.00 ,1
LR-T-C-0003,TABLE C COL. CHENE,Sleep Comfort,TABLE C COL. CHENE,,,"1,063.83 ","1,250.00 ",269.00 ,4
LR-T-C-0004,TABLE C COL. AMERICAN,Sleep Comfort,TABLE C COL. AMERICAN,,,"1,063.83 ","1,250.00 ",280.00 ,4
LR-T-CROIS-0001,TABLE CROISEE 110 X 110 CM,Sleep Comfort,TABLE CROISEE SIZE 110 X 110 CM COLOR LAZERO,,,"4,765.96 ","5,600.00 ",0.00 ,1
LR-T-CROIS-0002,TABLE CROISEE 65 X 65 CM,Sleep Comfort,TABLE CROISEE SIZE 65 X 65 CM COLOR LAZERO,,,"3,702.13 ","4,350.00 ",0.00 ,1
LR-T-EMANU-0001,TABLE EMANUELLE 120 X 120 CM,Sleep Comfort,TABLE EMANUELLE SIZE 120 X 120 CM COLOR RUST GREEN,,,"6,893.62 ","8,100.00 ","1,111.50 ",1
LR-T-FILET-0001,TABLE FILET 80 X 120 CM,Sleep Comfort,TABLE FILET SIZE 80 X 120 CM COLOR LAZERO,,,"4,765.96 ","5,600.00 ",705.67 ,2
LR-T-FILET-0003,TABLE FILET 65 X 65 CM,Sleep Comfort,TABLE FILET SIZE 65 X 65 CM COLOR LAZERO,,,"3,659.57 ","4,300.00 ",584.00 ,2
LR-T-GALAX-0006,TABLE GALAXY 60 X 60 DESIGN,Sleep Comfort,TABLE GALAXY 60 X 60 H 55 COL. DESIGN,,,"2,638.30 ","3,100.00 ",326.43 ,1
LR-T-LUNA-0002,TABLE LUNA 40 X 35 CM,Sleep Comfort,TABLE LUNA SIZE 40 X 35 CM COLOR W.ZEN,,,"3,404.26 ","4,000.00 ",717.76 ,1
LR-T-MARTHA-0002,ROUND TABLE MARTHA 55 CM,Sleep Comfort,ROUND TABLE MARTHA SIZE 55 CM COLOR AK7,,,"5,106.38 ","6,000.00 ",913.50 ,3
LR-T-MIAMI-0001,TV. TABLE MIAMI WZEN,Sleep Comfort,TV. TABLE MIAMI COL. WENGE ZEN,,,"6,382.98 ","7,500.00 ","1,297.92 ",2
LR-T-MIAMI-0002,TV. TABLE MIAMI NATHALY,Sleep Comfort,TV. TABLE MIAMI COL. NATHALY,,,"6,382.98 ","7,500.00 ",0.00 ,1
LR-T-MIAMI-0003,BOOKCASE MIAMI WZEN,Sleep Comfort,BOOKCASE MIAMI COL. WENGE ZEN,,,"5,319.15 ","6,250.00 ","1,715.00 ",4
LR-T-MODG-0002,"MODEL """"G"""" TABLE LOUIS",Sleep Comfort,"MODEL """"G"""" CENTER TABLE 120 X 70 CM COLOR LOUISIANA",,,"4,765.96 ","5,600.00 ","1,022.00 ",1
LR-T-NOA-0001,TABLE NOA 80 X 135 WZEN,Sleep Comfort,CENTER TABLE NOA  80 X 135  COL. WENGE ZEN,,,"3,191.49 ","3,750.00 ",565.39 ,3
LR-T-NOA-00012,TABLE NOA 60X60 COL. LOUIS,Sleep Comfort,TABLE NOA 60X60 COL. LOUIS,,,"2,127.66 ","2,500.00 ",426.00 ,2
LR-T-NOA-0002,TABLE NOA 80 X 135 NATHALY,Sleep Comfort,CENTER TABLE NOA  80 X 135  COL. NATHALY,,,"3,191.49 ","3,750.00 ",359.78 ,2
LR-T-NOA-0003,TABLE NOA 60 X 60 WZEN,Sleep Comfort,TABLE NOA  60 X 60 H 56 COL. WENGE ZEN,,,"2,127.66 ","2,500.00 ",348.94 ,3
LR-T-NOA-0004,TABLE NOA 60 X 60 NATHALY,Sleep Comfort,TABLE NOA  60 X 60 COL. NATHALY,,,"2,127.66 ","2,500.00 ",194.81 ,1
LR-T-NOA-0007,TABLE NOA 60 X 60 CM WZEN,Sleep Comfort,NOA GLASS TABLE SIZE 60 X 60 CM WOOD COLOR : WZEN,,,"2,127.66 ","2,500.00 ",328.00 ,1
LR-T-NOA-0008,TABLE NOA 45 X 45 CM WZEN,Sleep Comfort,NOA GLASS TABLE SIZE 45 X 45 CM WOOD COLOR : WZEN,,,"1,702.13 ","2,000.00 ",354.40 ,4
LR-T-NOA-0010,NOA TABLE 45 X 45 CM BERSA,Sleep Comfort,NOA GLASS TABLE SIZE 45 X 45 CM WOOD COLOR BERSA,,,"1,702.13 ","2,000.00 ",292.00 ,1
LR-T-NOA-0011,TABLE NOA 80X135 COL. LOUI,Sleep Comfort,NOA TABLE 80X135 COL. LOUISIANA,,,"3,191.49 ","3,750.00 ",771.00 ,2
LR-T-NOA-0013,TABLE NOA 45X45 LOUIS,Sleep Comfort,TABLE NOA 45X45 COL. LOUIS,,,"1,702.13 ","2,000.00 ",370.00 ,2
LR-T-NORA-0002,ROUND TABLE NORA 110 NOY. TEINT,Sleep Comfort,ROUND TABLE  110 NOY. TEINTE,,,"7,446.81 ","8,750.00 ","1,980.00 ",4
LR-T-NORA-0005,C.TABLE NORA 110 CM WALNUT,Sleep Comfort,NORA CENTRE TABLE ROUND 110 CM DIAMETRE COLOR WALNUT,,,"7,446.81 ","8,750.00 ","1,679.00 ",1
LR-T-OPIUM-0001,TABLE OPIUM 90 X 140 CM,Sleep Comfort,TABLE OPIUM SIZE 90 X 140 CM COLOR LAZERO,,,"7,446.81 ","8,750.00 ","1,509.80 ",2
LR-T-PALMA-0001,TABLE PALMA 150 X 110LOUISIANA,Sleep Comfort,CENTER TABLE 150 X 110 COL. LOUISIANA,,,"5,829.79 ","6,850.00 ","1,384.43 ",3
LR-T-PALMA-0002,TABLE PALMA 150 X 120 CM WZEN,Sleep Comfort,TABLE PALMA SIZE 150 X 120 CM COLOR W.ZEN,,,"5,829.79 ","6,850.00 ","1,270.08 ",1
LR-T-PUZZLE-0001,TABLE PUZZLE,Sleep Comfort,TABLE PUZZLE  COL WNC,,,"4,255.32 ","5,000.00 ",857.26 ,2
LR-T-ROMA-0001,BOOKCASE ROMA NATHALY,Sleep Comfort,BOOKCASE ROMA COL. NATHALY,,,"8,510.64 ","10,000.00 ","1,916.46 ",1
LR-T-TOKYO-0001,CENT.TABLE TOKYO 130 X 130WOOD,Sleep Comfort,CENTER TABLE TOKYO 130 X 130  COL. WOOD,,,"5,829.79 ","6,850.00 ","1,241.00 ",1
LR-T-TOKYO-0003,ROUND TABLE TOKYO 120 CM,Sleep Comfort,ROUND TABLE TOKYO SIZE 140 CM COLOR AK 7,,,"6,382.98 ","7,500.00 ","1,491.00 ",2
LR-T-TRIO-0004,TABLE TRIO 135 X 39CM LOUISIAN,Sleep Comfort,TABLE TRIO SIZE 135 X 39 CM COLOR LOUISIANA,,,"3,191.49 ","3,750.00 ",567.00 ,1
LR-T-TRIO-0006,TABLE TRIO 180 X 39CM LOUISIAN,Sleep Comfort,TABLE TRIO SIZE 180 X 39 CM COLOR LOUISIANA,,,"3,702.13 ","4,350.00 ",632.26 ,2
LR-T-TULIP-0001,TABLE TULIP WZEN,Sleep Comfort,TABLE TULIP COLOR W.ZEN,,,"2,127.66 ","2,500.00 ",573.76 ,2
LR-T-VEGA-0001,TABLE VEGA 120 X 120 CM WZEN,Sleep Comfort,TABLE VEGA SIZE 120 X 120 CM COLOR W.ZEN,,,"3,702.13 ","4,350.00 ",634.50 ,1
LR-T-VEGA-0002,TABLE VEGA120 X 120CM LOUISIAN,Sleep Comfort,TABLE VEGA SIZE 120 X 120 CM COLOR LOUISIANA,,,"3,702.13 ","4,350.00 ",634.50 ,1
LR-T-VEGA-0003,TABLE VEGA 90 X 150 CM WZEN,Sleep Comfort,TABLE VEGA SIZE 90 X 150 CM COLOR W.ZEN,,,"3,702.13 ","4,350.00 ",827.59 ,3
LR-T-VEGA-0004,TABLE VEGA 90 X 150 CM LOUISIA,Sleep Comfort,TABLE VEGA SIZE 90 X 150 CM COLOR LOUISIANA,,,"3,702.13 ","4,350.00 ",905.00 ,1
LR-T-VEGA-0005,TABLE VEGA 60 X 150 CM WZEN,Sleep Comfort,TABLE VEGA SIZE 60 X 150 CM COLOR W.ZEN,,,"3,191.49 ","3,750.00 ",596.26 ,1
LR-T-VEGA-0006,TABLE VEGA 60 X 150 CM LOUISIA,Sleep Comfort,TABLE VEGA SIZE 60 X 150 CM COLOR LOUISIANA,,,"3,191.49 ","3,750.00 ",596.26 ,2
LR-T-VEGA-0007,TABLE VEGA 60 X 60 CM WZEN,Sleep Comfort,TABLE VEGA SIZE 60 X 60 CM COLOR W.ZEN,,,"2,638.30 ","3,100.00 ",530.21 ,3
LR-T-VENIS-0001,TABLE VENISE 100 X 100 WZEN,Sleep Comfort,CENTER TABLE VENISE  100 X 100 H 42  COL. WENGE ZEN,,,"4,255.32 ","5,000.00 ",692.67 ,2
LR-T-VENIS-0002,TABLE VENISE 100 X 100 NATHALY,Sleep Comfort,CENTER TABLE 100 X 100 H 42 COL. NATHALY,,,"4,255.32 ","5,000.00 ",692.67 ,4
LR-T-VENIS-0006,TABLE VENISE 65 X 65 NATHALY,Sleep Comfort,TABLE VENISE 65 X 65  COL. NATHALY,,,"3,191.49 ","3,750.00 ",475.45 ,6
LR-T-ZEBRA-0002,TABLE ZEBRANO 80 X 80,Sleep Comfort,TABLE ZEBRANO  80 X 80 H 50,,,"3,191.49 ","3,750.00 ",387.86 ,1
LR-VENISE-0003,VENISE ARMCHAIR SOFT GREY,Sleep Comfort,VENISE ARMCHAIR SOFT GREY FABRIC AND CUSHION,,,"4,978.72 ","5,850.00 ","1,250.00 ",1
LR-VENISE-0006,VENISE ARMCHAIR SAND BEIGE,Sleep Comfort,VENISE ARMCHAIR SAND BEIGE FABRIC,,,"4,978.72 ","5,850.00 ","1,250.00 ",1
METAL-15229-01,GEMINI 230V-SQUARE,Metalspot,GEMINI 230V-SQUARE,,Metal Spot S.r.l,173.91 ,204.34 ,60.27 ,4
METAL-33101-01,ELEMENT RAIL,Metalspot,ELEMENT RAIL,,Metal Spot S.r.l,0.00 ,0.00 ,195.00 ,1
METAL-33103-01,ELEMENT HEAD CONNECTOR,Metalspot,ELEMENT HEAD CONNECTOR,,Metal Spot S.r.l,0.00 ,0.00 ,65.00 ,1
METAL-45304-01,NASTRO WALL,Metalspot,NASTRO WALL,,Metal Spot S.r.l,891.30 ,"1,047.28 ",440.00 ,2
METAL-45305-01,NASTRO WALL,Metalspot,NASTRO WALL,,Metal Spot S.r.l,891.30 ,"1,047.28 ",410.00 ,2
METAL-45363-01,NASTRO TABLE,Metalspot,NASTRO TABLE,,Metal Spot S.r.l,"2,695.65 ","3,167.39 ","1,345.00 ",4
METAL-51015-01,ARIZONA,Metalspot,ARIZONA,,Metal Spot S.r.l,"1,702.13 ","2,000.00 ",600.00 ,3
METAL-51016-01,ARIZONA,Metalspot,ARIZONA,,Metal Spot S.r.l,"1,702.13 ","2,000.00 ",600.00 ,3
METAL-98933-01,LAMP SPOT E27/R80 75 W,Metalspot,LAMP SPOT E27/R80 75 W,,Metal Spot S.r.l,0.00 ,0.00 ,3.00 ,2
METAL-98961-01,BULBS-HALOGENE 100W,Metalspot,BULBS-HALOGENE 100W,,Metal Spot S.r.l,0.00 ,0.00 ,35.00 ,3
METAL-99914-01,BULB FLUORESCENT,Metalspot,BULB FLUORESCENT,,Metal Spot S.r.l,0.00 ,0.00 ,15.00 ,4
METAL-99924-01,BULB,Metalspot,BULB,,Metal Spot S.r.l,165.22 ,194.13 ,60.00 ,2
METAL-L00578-01,TRITT.3*700MA WHITE 40 H40MM,Metalspot,TRITT.3*700MA WHITE 40 H40MM,,Metal Spot S.r.l,165.22 ,194.13 ,140.00 ,4
METAL-L33106-01,ELEMENT DRIVER 25W,Metalspot,ELEMENT DRIVER 25W,,Metal Spot S.r.l,0.00 ,0.00 ,152.00 ,1
METAL-L33112-01-01,ELEMENT SOURCE 3 LED,Metalspot,ELEMENT SOURCE 3 LED,,Metal Spot S.r.l,0.00 ,0.00 ,195.00 ,4
METAL-L42914-01,SNAKE,Metalspot,SNAKE,,Metal Spot S.r.l,530.43 ,623.26 ,257.00 ,2
METAL-L49000-01,GRU LED,Metalspot,GRU LED - Table lamp.-Chrome colour.-Natural White LED colour.-Contemporary style.-With double insulation and/or reinforced insulation in every part and without earth connections,,Metal Spot S.r.l,"2,127.66 ","2,500.00 ",962.00 ,2
METAL-L50753-01-01,FONTANA,Metalspot,FONTANA,,Metal Spot S.r.l,"10,212.77 ","12,000.00 ","4,320.00 ",1
METAL-L55030-01-01,PLANA 16,Metalspot,PLANA 16,,Metal Spot S.r.l,"2,217.39 ","2,605.43 ","1,070.00 ",3
METAL-L55050-20-01,TRATTO,Metalspot,TRATTO,,Metal Spot S.r.l,"7,659.57 ","9,000.00 ","3,060.00 ",1
METAL-L90105-01,DRIVER 24V DC 25W,Metalspot,DRIVER 24V DC 25W,,Metal Spot S.r.l,0.00 ,0.00 ,75.30 ,24
METAL-L90107-01,DRIVER 24V,Metalspot,DRIVER 24V,,Metal Spot S.r.l,0.00 ,0.00 ,110.00 ,1
NFORM-EIDOS-MIRO-BOOKCASE-01,EIDOS MIRO BOOKCASE,Newform,EIDOS MIRO BOOKCASE WHITE,,Aran World,"12,765.96 ","15,000.00 ","3,872.00 ",2
NFORM-KAMOS-MEDBOOK-01,KAMOS MEDIUM BOOKCASE,Newform,KAMOS MEDIUM BOOKCASE WITH GLASS WALLNUT 270X160,,Aran World,"4,425.53 ","5,200.00 ","1,130.00 ",2
NFORM-MIRO-DESK-01,"MIRO DESK, WHTIE SERV TABLE",Newform,MIRO DESK AND WHITE SERVICE TABLE WALLNUT BROCOLLO AND BLACK LEGS 200X195,,Aran World,"8,936.17 ","10,500.00 ","1,920.00 ",1
NFORM-MIRO-LOWBOOK-01,MIRO LOW BOOKCASE,Newform,MIRO LOW BOOKCASE WALLNUT BROCCOLO 80X180X46,,Aran World,"3,574.47 ","4,200.00 ",816.00 ,1
